month,date,time,month/date,Ufh,Ufc,fH,fC
1,11,9, 01/11,1.2120369091308962,0.0,1.0,0.0
1,11,10, 01/11,1.103069268361573,0.0,1.0,0.0
1,11,11, 01/11,1.0679921752990007,0.0,1.0,0.0
1,11,12, 01/11,1.053062194792872,0.0,1.0,0.0
1,11,13, 01/11,1.0426793071809408,0.0,1.0,0.0
1,11,14, 01/11,1.0213657643954293,0.0,1.0,0.0
1,11,15, 01/11,0.8996600542220496,0.0,1.0,0.0
1,11,16, 01/11,0.5541584930288415,0.0,1.0,0.0
1,11,17, 01/11,0.0,0.7430259218265816,1.0,0.0
1,11,18, 01/11,0.0,0.4559597821883957,1.0,0.0
1,11,19, 01/11,0.3959169181414467,0.0,1.0,0.0
1,11,20, 01/11,0.1505415752941267,0.5810813859237147,1.0,0.0
1,11,21, 01/11,0.0,0.7826247407198916,1.0,0.0
1,11,22, 01/11,0.0,0.846787534076592,1.0,0.0
1,11,23, 01/11,0.0,0.8626082414664743,1.0,0.0
1,11,24, 01/11,0.0,0.8710783731388583,1.0,0.0
1,12,1, 01/12,0.0,0.8966331172208538,1.0,0.0
1,12,2, 01/12,0.0,0.8975701716060375,1.0,0.0
1,12,3, 01/12,0.0,0.9055107104816871,1.0,0.0
1,12,4, 01/12,0.0,0.9102742552883186,1.0,0.0
1,12,5, 01/12,0.0,0.9128337281314163,1.0,0.0
1,12,6, 01/12,0.0,0.9153978856764118,1.0,0.0
1,12,7, 01/12,0.0,0.9266289141989416,1.0,0.0
1,12,8, 01/12,1.0481863102387148,0.0,1.0,0.0
1,12,9, 01/12,1.1222153309538765,0.0,1.0,0.0
1,12,10, 01/12,1.0879663516021556,0.0,1.0,0.0
1,12,11, 01/12,1.0450037770738974,0.0,1.0,0.0
1,12,12, 01/12,1.0313707568522061,0.0,1.0,0.0
1,12,13, 01/12,0.8373262451922276,0.0,1.0,0.0
1,12,14, 01/12,1.031784722322569,0.0,1.0,0.0
1,12,15, 01/12,0.9825260003142539,0.0,1.0,0.0
1,12,16, 01/12,0.7653672339586448,0.0,1.0,0.0
1,12,17, 01/12,0.0,0.7733203463694638,1.0,0.0
1,12,18, 01/12,0.0,0.8682533320086718,1.0,0.0
1,12,19, 01/12,0.0,0.8771723209732457,1.0,0.0
1,12,20, 01/12,0.0,0.890488332103367,1.0,0.0
1,12,21, 01/12,0.0,0.900169377315459,1.0,0.0
1,12,22, 01/12,0.0,0.9006727363182319,1.0,0.0
1,12,23, 01/12,0.0,0.9045117083361331,1.0,0.0
1,12,24, 01/12,0.0,0.9131233417102391,1.0,0.0
1,13,1, 01/13,0.0,0.9176566801432027,1.0,0.0
1,13,2, 01/13,0.0,0.902106350648642,1.0,0.0
1,13,3, 01/13,0.0,0.9060141731062298,1.0,0.0
1,13,4, 01/13,0.0,0.91098252866745,1.0,0.0
1,13,5, 01/13,0.0,0.9113630596992027,1.0,0.0
1,13,6, 01/13,0.0,0.916800238606142,1.0,0.0
1,13,7, 01/13,0.0,0.9179671200844891,1.0,0.0
1,13,8, 01/13,1.143373616746067,0.0,1.0,0.0
1,13,9, 01/13,1.071029829662299,0.0,1.0,0.0
1,13,10, 01/13,1.0197866804815023,0.0,1.0,0.0
1,13,11, 01/13,1.0062939491984675,0.0,1.0,0.0
1,13,12, 01/13,0.9937955348889546,0.0,0.9999111804148747,8.881958512534369e-05
1,13,13, 01/13,0.9430917467936342,0.0,0.9999238924311037,7.610756889637084e-05
1,13,14, 01/13,0.7539997948363375,0.0,1.0,0.0
1,13,15, 01/13,0.3129970511035437,0.0,1.0,0.0
